"","workerid","class","predicate","slide_number","response","language"
"3839",127,"human","civilized",31,0.54,"ENGLISH"
"3840",127,"X","token",32,0.45,"ENGLISH"
"3871",129,"nationality","European",3,0.12,"English"
"3872",129,"X","designated",4,0.81,"English"
"3873",129,"physical","sweet",5,0.96,"English"
"3874",129,"age","old-time",6,0.26,"English"
"3875",129,"nationality","Hispanic",7,0.02,"English"
"3876",129,"nationality","Brazilian",8,0.06,"English"
"3877",129,"dimension","biggest",9,0,"English"
"3878",129,"shape","square",10,0.05,"English"
"3879",129,"physical","solid",11,0.39,"English"
"3880",129,"nationality","Vietnamese",12,0.02,"English"
"3881",129,"physical","spicy",13,0.64,"English"
"3882",129,"age","junior",14,0.48,"English"
"3883",129,"human","entrepreneurial",15,0.72,"English"
"3884",129,"temporal","daily",16,0.06,"English"
"3885",129,"human","strict",17,0.72,"English"
"3886",129,"X","last",18,0.04,"English"
"3887",129,"color","white",19,0.43,"English"
"3888",129,"color","black",20,0.71,"English"
"3889",129,"dimension","large",21,0.6,"English"
"3890",129,"material","crocheted",22,0.05,"English"
"3891",129,"color","blue",23,0.38,"English"
"3892",129,"material","gold",24,0.23,"English"
"3893",129,"value","pleasant",25,0.73,"English"
"3894",129,"dimension","open",26,0.16,"English"
"3895",129,"physical","frozen",27,0.05,"English"
"3896",129,"X","unique",28,0.72,"English"
"3897",129,"human","creative",29,0.8,"English"
"3898",129,"value","prestigious",30,0.89,"English"
"3899",129,"age","new",31,0.58,"English"
"3900",129,"dimension","mini",32,0.75,"English"
"3901",130,"color","blonde",3,0.17,"English"
"3902",130,"physical","sweet",4,0.88,"English"
"3903",130,"color","purple",5,0.18,"English"
"3904",130,"physical","spicy",6,1,"English"
"3905",130,"dimension","thick",7,0.9,"English"
"3906",130,"physical","creamy",8,0.47,"English"
"3907",130,"location","closest",9,0,"English"
"3908",130,"temporal","historical",10,0.07,"English"
"3909",130,"dimension","thin",11,0.64,"English"
"3910",130,"dimension","large",12,0.85,"English"
"3911",130,"X","individual",13,0.16,"English"
"3912",130,"nationality","English",14,0,"English"
"3913",130,"value","exciting",15,1,"English"
"3914",130,"human","civilized",16,0.71,"English"
"3915",130,"value","strange",17,1,"English"
"3916",130,"dimension","biggest",18,0.23,"English"
"3917",130,"speed","fast",19,0.9,"English"
"3918",130,"location","internal",20,0.48,"English"
"3919",130,"human","professional",21,0.8,"English"
"3920",130,"nationality","Hispanic",22,0.05,"English"
"3921",130,"color","green",23,0.11,"English"
"3922",130,"human","sad",24,1,"English"
"3923",130,"value","favorite",25,1,"English"
"3924",130,"nationality","Japanese",26,0.06,"English"
"3925",130,"dimension","narrow",27,0.83,"English"
"3926",130,"temporal","current",28,0.76,"English"
"3927",130,"color","black",29,0.1,"English"
"3928",130,"material","crocheted",30,0,"English"
"3929",130,"human","playful",31,0.79,"English"
"3930",130,"dimension","long",32,0.89,"English"
"3931",131,"X","potential",3,0.76,"English"
"3932",131,"color","blonde",4,0.29,"English"
"3933",131,"material","corduroy",5,0.08,"English"
"3934",131,"color","yellow",6,0.09,"English"
"3935",131,"nationality","Hispanic",7,0.11,"English"
"3936",131,"X","mixed",8,0.15,"English"
"3937",131,"temporal","daily",9,0.06,"English"
"3938",131,"nationality","European",10,0.25,"English"
"3939",131,"nationality","international",11,0.42,"English"
"3940",131,"speed","speedy",12,0.81,"English"
"3941",131,"physical","smooth",13,0.83,"English"
"3942",131,"value","exciting",14,0.91,"English"
"3943",131,"physical","sweet",15,0.86,"English"
"3944",131,"dimension","large",16,0.96,"English"
"3945",131,"human","civilized",17,0.57,"English"
"3946",131,"dimension","thin",18,0.9,"English"
"3947",131,"value","strange",19,0.9,"English"
"3948",131,"physical","spicy",20,0.97,"English"
"3949",131,"nationality","Japanese",21,0.05,"English"
"3950",131,"speed","fast",22,0.9,"English"
"3951",131,"age","new",23,0.74,"English"
"3952",131,"dimension","narrow",24,0.9,"English"
"3953",131,"age","young",25,0.9,"English"
"3954",131,"age","old-time",26,0.88,"English"
"3955",131,"X","token",27,0.11,"English"
"3956",131,"dimension","biggest",28,0.92,"English"
"3957",131,"physical","lacy",29,0.26,"English"
"3958",131,"value","best",30,0.94,"English"
"3959",131,"human","strict",31,0.85,"English"
"3960",131,"physical","frozen",32,0.07,"English"
"3961",132,"nationality","international",3,0.2,"English"
"3962",132,"human","strict",4,0.81,"English"
"3963",132,"location","closest",5,0.15,"English"
"3964",132,"age","old-time",6,0.74,"English"
"3965",132,"value","plain",7,0.85,"English"
"3966",132,"physical","spicy",8,0.91,"English"
"3967",132,"value","lavish",9,0.68,"English"
"3968",132,"dimension","thin",10,0.85,"English"
"3969",132,"shape","square",11,0,"English"
"3970",132,"value","strange",12,0.74,"English"
"3971",132,"nationality","Brazilian",13,0.09,"English"
"3972",132,"X","mixed",14,0.68,"English"
"3973",132,"material","gold",15,0.09,"English"
"3974",132,"location","internal",16,0.53,"English"
"3975",132,"dimension","thick",17,0.67,"English"
"3976",132,"age","senior",18,0.65,"English"
"3977",132,"value","pleasant",19,0.8,"English"
"3978",132,"X","last",20,0.1,"English"
"3979",132,"color","blonde",21,0.38,"English"
"3980",132,"location","overhead",22,0.09,"English"
"3981",132,"human","entrepreneurial",23,0.07,"English"
"3982",132,"nationality","Vietnamese",24,0.09,"English"
"3983",132,"X","potential",25,0.87,"English"
"3984",132,"shape","circular",26,0.37,"English"
"3985",132,"human","creative",27,0.86,"English"
"3986",132,"material","corduroy",28,0.49,"English"
"3987",132,"material","wooden",29,0.08,"English"
"3988",132,"color","red",30,0.61,"English"
"3989",132,"human","selfish",31,0.87,"English"
"3990",132,"age","young",32,0.72,"English"
"3991",133,"X","unique",3,0.68,"english"
"3992",133,"human","professional",4,0.13,"english"
"3993",133,"temporal","everyday",5,0.46,"english"
"3994",133,"temporal","current",6,0.27,"english"
"3995",133,"nationality","Hispanic",7,0.61,"english"
"3996",133,"temporal","historical",8,0.7,"english"
"3997",133,"material","gold",9,0.18,"english"
"3998",133,"temporal","daily",10,0.04,"english"
"3999",133,"nationality","Japanese",11,0.17,"english"
"4000",133,"color","white",12,0.55,"english"
"4001",133,"value","strange",13,0.89,"english"
"4002",133,"X","potential",14,0.9,"english"
"4003",133,"color","red",15,0.18,"english"
"4004",133,"X","mixed",16,0.74,"english"
"4005",133,"value","exciting",17,0.81,"english"
"4006",133,"nationality","English",18,0.41,"english"
"4007",133,"color","green",19,0.28,"english"
"4008",133,"nationality","international",20,0.73,"english"
"4009",133,"value","plain",21,0.79,"english"
"4010",133,"dimension","long",22,0.91,"english"
"4011",133,"material","crocheted",23,0.18,"english"
"4012",133,"value","best",24,0.81,"english"
"4013",133,"dimension","biggest",25,0.81,"english"
"4014",133,"human","playful",26,0.48,"english"
"4015",133,"speed","speedy",27,0.58,"english"
"4016",133,"age","senior",28,0.46,"english"
"4017",133,"nationality","Vietnamese",29,0.28,"english"
"4018",133,"shape","square",30,0.16,"english"
"4019",133,"human","strict",31,0.7,"english"
"4020",133,"human","creative",32,0.89,"english"
"4021",134,"physical","frozen",3,0.16,"English"
"4022",134,"color","white",4,0.1,"English"
"4023",134,"human","playful",5,0.56,"English"
"4024",134,"dimension","mini",6,0.46,"English"
"4025",134,"physical","smooth",7,0.29,"English"
"4026",134,"color","yellow",8,0.21,"English"
"4027",134,"value","strange",9,0.76,"English"
"4028",134,"age","old-time",10,0.73,"English"
"4029",134,"X","mixed",11,0.61,"English"
"4030",134,"X","designated",12,0.4,"English"
"4031",134,"age","junior",13,0.52,"English"
"4032",134,"age","old",14,0.86,"English"
"4033",134,"location","internal",15,0.4,"English"
"4034",134,"value","prestigious",16,0.72,"English"
"4035",134,"dimension","open",17,0.8,"English"
"4036",134,"age","senior",18,0.7,"English"
"4037",134,"physical","spicy",19,0.88,"English"
"4038",134,"physical","sweet",20,0.8,"English"
"4039",134,"human","strict",21,0.53,"English"
"4040",134,"color","red",22,0.25,"English"
"4041",134,"value","best",23,1,"English"
"4042",134,"X","potential",24,0.57,"English"
"4043",134,"material","gold",25,0.24,"English"
"4044",134,"temporal","historical",26,0.57,"English"
"4045",134,"material","crocheted",27,0.11,"English"
"4046",134,"location","overhead",28,0.33,"English"
"4047",134,"physical","creamy",29,0.42,"English"
"4048",134,"age","new",30,0.47,"English"
"4049",134,"nationality","European",31,0.2,"English"
"4050",134,"human","entrepreneurial",32,0.28,"English"
"4051",135,"X","token",3,0.23,"english"
"4052",135,"nationality","Hispanic",4,0.63,"english"
"4053",135,"nationality","English",5,0.68,"english"
"4054",135,"age","junior",6,0.68,"english"
"4055",135,"human","creative",7,0.5,"english"
"4056",135,"speed","slow",8,0.69,"english"
"4057",135,"X","last",9,0.23,"english"
"4058",135,"material","crocheted",10,0.71,"english"
"4059",135,"human","playful",11,0.66,"english"
"4060",135,"physical","smooth",12,0.67,"english"
"4061",135,"dimension","large",13,0.25,"english"
"4062",135,"shape","circular",14,0.2,"english"
"4063",135,"speed","fast",15,0.16,"english"
"4064",135,"value","favorite",16,0.12,"english"
"4065",135,"material","gold",17,0.19,"english"
"4066",135,"human","entrepreneurial",18,0.42,"english"
"4067",135,"age","young",19,0.78,"english"
"4068",135,"nationality","international",20,0.73,"english"
"4069",135,"color","white",21,0.7,"english"
"4070",135,"color","blue",22,0.22,"english"
"4071",135,"physical","lacy",23,0.18,"english"
"4072",135,"value","exciting",24,0.23,"english"
"4073",135,"nationality","national",25,0.24,"english"
"4074",135,"human","civilized",26,0.51,"english"
"4075",135,"human","sad",27,0.24,"english"
"4076",135,"speed","speedy",28,0.23,"english"
"4077",135,"age","senior",29,0.73,"english"
"4078",135,"age","old-time",30,0.8,"english"
"4079",135,"color","green",31,0.22,"english"
"4080",135,"dimension","narrow",32,0.18,"english"
"4081",136,"nationality","European",3,0,"English"
"4082",136,"color","green",4,0,"English"
"4083",136,"X","unique",5,0.55,"English"
"4084",136,"temporal","daily",6,0.09,"English"
"4085",136,"physical","sweet",7,0.9,"English"
"4086",136,"dimension","long",8,0.68,"English"
"4087",136,"color","blonde",9,0.23,"English"
"4088",136,"physical","frozen",10,0.37,"English"
"4089",136,"nationality","international",11,0.11,"English"
"4090",136,"color","blue",12,0,"English"
"4091",136,"human","strict",13,0.72,"English"
"4092",136,"human","entrepreneurial",14,0.39,"English"
"4093",136,"physical","spicy",15,0.67,"English"
"4094",136,"physical","solid",16,0.19,"English"
"4095",136,"location","internal",17,0.18,"English"
"4096",136,"human","playful",18,1,"English"
"4097",136,"dimension","narrow",19,0.38,"English"
"4098",136,"value","plain",20,0.73,"English"
"4099",136,"location","closest",21,0.1,"English"
"4100",136,"shape","circular",22,0,"English"
"4101",136,"age","junior",23,0,"English"
"4102",136,"dimension","mini",24,0.26,"English"
"4103",136,"value","pleasant",25,1,"English"
"4104",136,"human","creative",26,1,"English"
"4105",136,"temporal","everyday",27,0,"English"
"4106",136,"dimension","thin",28,0.68,"English"
"4107",136,"age","senior",29,0,"English"
"4108",136,"value","strange",30,0.81,"English"
"4109",136,"X","mixed",31,0.61,"English"
"4110",136,"material","crocheted",32,0,"English"
"4111",137,"dimension","long",3,0.82,"English"
"4112",137,"dimension","thin",4,0.42,"English"
"4113",137,"nationality","English",5,0.08,"English"
"4114",137,"nationality","international",6,0.29,"English"
"4115",137,"value","favorite",7,0.82,"English"
"4116",137,"temporal","current",8,0.75,"English"
"4117",137,"temporal","historical",9,0.34,"English"
"4118",137,"age","old-time",10,0.75,"English"
"4119",137,"color","yellow",11,0,"English"
"4120",137,"nationality","Hispanic",12,0.05,"English"
"4121",137,"material","wooden",13,0,"English"
"4122",137,"value","exciting",14,1,"English"
"4123",137,"temporal","everyday",15,0.29,"English"
"4124",137,"value","prestigious",16,0.59,"English"
"4125",137,"color","black",17,0.01,"English"
"4126",137,"human","selfish",18,0.9,"English"
"4127",137,"color","blonde",19,0.31,"English"
"4128",137,"age","senior",20,0.77,"English"
"4129",137,"physical","solid",21,0.36,"English"
"4130",137,"dimension","open",22,0.71,"English"
"4131",137,"location","closest",23,0.37,"English"
"4132",137,"physical","frozen",24,0.17,"English"
"4133",137,"color","purple",25,0.06,"English"
"4134",137,"material","gold",26,0,"English"
"4135",137,"value","pleasant",27,1,"English"
"4136",137,"value","plain",28,0.71,"English"
"4137",137,"material","corduroy",29,0.19,"English"
"4138",137,"value","lavish",30,0.9,"English"
"4139",137,"human","professional",31,0.26,"English"
"4140",137,"X","mixed",32,0.74,"English"
"4141",138,"human","strict",3,0.83,"English"
"4142",138,"nationality","Hispanic",4,0,"English"
"4143",138,"material","crocheted",5,0,"English"
"4144",138,"speed","speedy",6,0.77,"English"
"4145",138,"dimension","biggest",7,1,"English"
"4146",138,"temporal","everyday",8,0.41,"English"
"4147",138,"human","playful",9,0.69,"English"
"4148",138,"physical","spicy",10,0.83,"English"
"4149",138,"temporal","current",11,0.03,"English"
"4150",138,"dimension","thick",12,0.74,"English"
"4151",138,"age","senior",13,0.2,"English"
"4152",138,"X","mixed",14,0.24,"English"
"4153",138,"age","new",15,0.42,"English"
"4154",138,"value","plain",16,0.7,"English"
"4155",138,"value","lavish",17,1,"English"
"4156",138,"color","blonde",18,0.16,"English"
"4157",138,"age","young",19,0.63,"English"
"4158",138,"nationality","Brazilian",20,0,"English"
"4159",138,"nationality","international",21,0,"English"
"4160",138,"speed","fast",22,1,"English"
"4161",138,"age","old-time",23,0.39,"English"
"4162",138,"X","individual",24,0,"English"
"4163",138,"physical","creamy",25,0.58,"English"
"4164",138,"temporal","historical",26,0.26,"English"
"4165",138,"X","potential",27,0.66,"English"
"4166",138,"color","black",28,0.01,"English"
"4167",138,"human","civilized",29,0.32,"English"
"4168",138,"temporal","daily",30,0,"English"
"4169",138,"material","corduroy",31,0,"English"
"4170",138,"human","selfish",32,1,"English"
"4171",139,"dimension","thick",3,0.78,"English"
"4172",139,"color","blonde",4,0,"English"
"4173",139,"value","exciting",5,0.98,"English"
"4174",139,"value","strange",6,0.97,"English"
"4175",139,"X","individual",7,0.42,"English"
"4176",139,"nationality","international",8,0.06,"English"
"4177",139,"temporal","everyday",9,0.08,"English"
"4178",139,"age","old-time",10,0.79,"English"
"4179",139,"human","civilized",11,0.81,"English"
"4180",139,"physical","sweet",12,0.88,"English"
"4181",139,"material","corduroy",13,0.13,"English"
"4182",139,"value","prestigious",14,0.82,"English"
"4183",139,"color","red",15,0.06,"English"
"4184",139,"physical","solid",16,0.21,"English"
"4185",139,"X","different",17,0.88,"English"
"4186",139,"nationality","Brazilian",18,0.05,"English"
"4187",139,"nationality","national",19,0.16,"English"
"4188",139,"physical","lacy",20,0.83,"English"
"4189",139,"nationality","English",21,0.03,"English"
"4190",139,"physical","spicy",22,0.89,"English"
"4191",139,"physical","creamy",23,0.88,"English"
"4192",139,"location","overhead",24,0.23,"English"
"4193",139,"value","favorite",25,1,"English"
"4194",139,"age","senior",26,0.84,"English"
"4195",139,"value","best",27,0.98,"English"
"4196",139,"nationality","Vietnamese",28,0.02,"English"
"4197",139,"temporal","current",29,0.69,"English"
"4198",139,"physical","frozen",30,0.01,"English"
"4199",139,"physical","smooth",31,0.91,"English"
"4200",139,"human","professional",32,0.73,"English"
"4201",140,"temporal","current",3,0.68,"english"
"4202",140,"value","best",4,0.97,"english"
"4203",140,"color","blue",5,0,"english"
"4204",140,"dimension","open",6,0.5,"english"
"4205",140,"material","crocheted",7,0.03,"english"
"4206",140,"value","favorite",8,0.99,"english"
"4207",140,"physical","lacy",9,0.05,"english"
"4208",140,"nationality","Brazilian",10,0.03,"english"
"4209",140,"X","token",11,0.51,"english"
"4210",140,"color","white",12,0.04,"english"
"4211",140,"nationality","Vietnamese",13,0.03,"english"
"4212",140,"material","gold",14,0.05,"english"
"4213",140,"color","blonde",15,0.57,"english"
"4214",140,"physical","curly",16,0.71,"english"
"4215",140,"dimension","narrow",17,0.72,"english"
"4216",140,"location","internal",18,0.46,"english"
"4217",140,"human","creative",19,0.95,"english"
"4218",140,"X","individual",20,0.98,"english"
"4219",140,"color","green",21,0.45,"english"
"4220",140,"value","exciting",22,0.99,"english"
"4221",140,"shape","circular",23,0.48,"english"
"4222",140,"human","playful",24,0.96,"english"
"4223",140,"age","young",25,0.81,"english"
